Date,Hours,Wages,Labor Productivity,Labor Participation,Industrial Production,Capacity Utilization,Inventories,Retail Sales,LMV Sales,Durable Goods Orders,Comm & Ind loans,Consumer Credit,CPI,CPI Food,CPI Energy,PCE,PCE ex Food & Energy,PPI Finished Goods,PPI Fin Goods ex Food & Energy,PPI Processed Goods,PPI Unprocessed Goods,House Price Index,WTI Crude,M1,M2,VIX Index,IG Index,HY Index,Fed Funds,US10Y,AAA Yield,BBB Yield,Mortgage Rate,Real GDP,Real PCE,Real Private Investment,Real Pot GDP,Real Pers Income,Personal Saving Rate
2010-01-01,40.80,18.90,93.77,64.90,89.61,71.07,1341830.00,160537.00,10.78,181205.00,1224.18,2536.69,217.37,218.68,210.59,90.18,89.46,178.50,172.67,180.83,211.57,326.22,78.81,1695.50,8490.00,20.15,468.59,515.65,0.13,3.72,5.29,6.29,5.00,16582.71,11202.50,2174.34,17356.75,11073.50,5.40
2010-04-01,41.20,19.00,94.08,64.90,91.35,72.92,1359855.00,163371.00,11.49,186182.00,1198.11,2524.29,217.30,219.28,206.54,90.32,89.71,178.70,173.30,182.80,206.10,323.25,77.82,1713.60,8578.00,26.39,477.65,527.98,0.19,3.53,5.07,6.19,4.92,16743.16,11302.96,2288.47,17418.49,11295.00,6.20
2010-07-01,41.20,19.09,94.67,64.60,92.57,74.31,1392973.00,163726.00,11.74,193728.00,1187.64,2521.21,217.93,219.64,208.49,90.49,89.84,179.37,173.97,182.73,209.40,326.40,76.06,1746.30,8662.70,24.28,496.80,551.31,0.19,2.81,4.59,5.81,4.45,16872.27,11383.60,2390.07,17483.43,11385.10,6.10
2010-10-01,41.30,19.21,94.97,64.40,92.96,74.89,1436283.00,166863.00,12.22,194573.00,1188.06,2569.38,219.70,220.89,221.11,91.07,90.13,182.67,174.40,187.43,222.13,324.08,85.16,1815.20,8773.70,19.32,501.69,562.54,0.19,2.86,4.84,5.90,4.44,16960.86,11453.37,2383.30,17550.88,11461.00,6.00
2011-01-01,41.30,19.32,94.27,64.20,93.46,75.40,1474693.00,168916.00,12.78,204259.00,1200.94,2664.39,222.04,223.73,233.80,91.84,90.52,187.20,175.73,194.80,242.87,315.08,94.07,1871.00,8884.50,18.61,497.57,561.90,0.16,3.46,5.13,6.09,4.85,16920.63,11497.12,2338.90,17620.92,11734.70,6.60
2011-04-01,41.40,19.39,94.34,64.10,93.83,75.61,1516990.00,169744.00,12.20,203161.00,1225.78,2685.68,224.57,226.84,248.09,92.74,91.05,190.93,177.13,201.47,255.73,309.54,102.02,1934.00,9077.10,17.48,508.56,579.37,0.10,3.23,5.04,5.86,4.65,17035.11,11508.95,2434.54,17693.45,11740.30,6.40
2011-07-01,41.40,19.48,94.16,64.10,94.87,76.20,1537889.00,170199.00,12.57,209300.00,1259.16,2715.56,226.03,229.60,247.21,93.17,91.47,191.83,178.57,202.43,252.20,311.85,89.49,2077.10,9450.80,30.58,519.53,594.21,0.08,2.46,4.49,5.48,4.29,17031.31,11543.98,2445.30,17768.33,11850.40,6.60
2011-10-01,41.50,19.56,94.61,64.10,95.86,76.62,1558827.00,172144.00,13.42,216722.00,1292.21,2743.65,227.05,231.19,245.88,93.47,91.79,192.67,179.67,200.60,246.83,313.28,94.02,2158.70,9611.60,29.94,524.18,597.02,0.08,2.05,3.92,5.25,4.00,17222.58,11563.89,2633.83,17844.75,11874.00,6.60
2012-01-01,41.70,19.61,95.09,63.80,96.82,76.96,1584942.00,174774.00,14.30,224690.00,1338.98,2779.77,228.33,232.32,247.84,94.09,92.37,193.80,181.00,201.63,246.40,310.00,102.98,2212.20,9783.20,18.20,534.46,617.17,0.10,2.04,3.90,5.20,3.92,17367.01,11647.30,2692.18,17922.49,12094.40,7.40
2012-04-01,41.70,19.69,95.57,63.70,97.43,77.02,1606450.00,174045.00,14.22,218596.00,1381.77,2816.93,228.81,233.32,242.46,94.32,92.76,193.00,181.83,200.43,232.37,308.58,93.29,2256.30,9937.40,20.04,544.03,631.12,0.15,1.82,3.80,5.09,3.79,17444.53,11667.75,2752.61,18001.83,12180.90,7.90
2012-07-01,41.60,19.76,95.30,63.60,97.41,76.61,1633916.00,174729.00,14.29,213284.00,1424.66,2854.33,229.84,234.16,243.85,94.60,93.02,194.53,183.10,199.70,240.57,312.70,92.17,2351.90,10124.60,16.19,560.40,652.58,0.15,1.64,3.45,4.88,3.55,17469.65,11691.41,2759.86,18082.20,12101.20,7.00
2012-10-01,41.60,19.85,94.95,63.70,97.89,76.63,1651975.00,175974.00,14.92,222273.00,1460.33,2899.33,231.37,235.26,249.85,95.13,93.44,195.90,183.57,201.13,246.50,315.15,88.01,2440.70,10354.90,16.77,568.14,672.99,0.16,1.70,3.53,4.57,3.36,17489.85,11738.01,2736.42,18163.43,12513.10,9.10
2013-01-01,41.80,19.98,95.40,63.50,98.65,76.90,1671768.00,178389.00,15.47,225209.00,1492.16,2949.42,232.30,236.07,249.11,95.46,93.80,196.83,184.17,202.27,247.80,316.72,94.33,2474.00,10514.20,13.53,565.74,675.29,0.15,1.95,3.87,4.81,3.50,17662.40,11814.33,2845.38,18246.14,12048.70,4.80
2013-04-01,41.80,20.07,95.17,63.40,99.09,76.98,1674795.00,178365.00,15.59,236596.00,1513.07,2987.46,232.05,236.70,241.22,95.51,94.06,195.87,184.80,200.27,248.77,321.55,94.05,2516.50,10628.70,14.84,566.51,678.61,0.12,1.99,3.96,4.83,3.67,17709.67,11848.09,2882.49,18329.24,12167.60,5.30
2013-07-01,41.80,20.18,95.85,63.30,99.49,77.09,1689199.00,179069.00,15.56,227713.00,1535.03,3030.29,233.30,237.39,243.52,95.90,94.43,196.50,185.30,200.37,248.30,326.16,105.83,2559.70,10777.40,14.28,550.78,654.52,0.09,2.71,4.50,5.40,4.44,17860.45,11896.26,2998.99,18412.63,12189.00,5.20
2013-10-01,41.90,20.30,96.77,62.90,100.15,77.44,1718077.00,179744.00,15.51,237852.00,1560.78,3076.59,234.16,237.96,243.47,96.25,94.84,197.57,186.07,200.43,241.60,328.76,97.50,2648.10,10988.80,14.23,557.83,667.29,0.09,2.74,4.59,5.36,4.29,18016.15,12001.03,3027.81,18496.91,12224.50,4.60
2014-01-01,41.70,20.47,95.96,63.00,100.84,77.82,1742236.00,180101.00,15.82,230662.00,1613.61,3128.87,235.62,239.45,250.08,96.70,95.14,200.27,187.63,203.07,256.03,331.47,98.68,2731.20,11161.70,14.83,566.29,683.82,0.07,2.78,4.45,5.13,4.36,17953.97,12044.20,2998.15,18582.07,12395.90,5.20
2014-04-01,42.00,20.55,96.59,62.80,102.23,78.71,1764623.00,183412.00,16.71,236657.00,1663.68,3188.01,236.87,242.10,249.60,97.13,95.56,201.40,188.20,203.27,260.57,337.89,103.35,2792.20,11314.80,12.74,577.23,706.72,0.09,2.62,4.22,4.82,4.23,18185.91,12159.90,3121.32,18667.95,12524.50,5.50
2014-07-01,42.00,20.65,97.41,62.90,102.82,78.94,1779896.00,184477.00,16.73,257471.00,1710.79,3243.48,237.48,243.84,245.35,97.39,95.92,201.23,188.97,202.90,248.80,342.79,97.87,2828.50,11457.70,13.07,583.95,718.81,0.09,2.50,4.12,4.74,4.14,18406.94,12280.09,3193.15,18755.44,12650.60,5.40
2014-10-01,42.10,20.73,97.08,62.90,103.42,79.20,1789803.00,185724.00,16.54,228667.00,1751.82,3287.53,236.89,245.50,228.20,97.27,96.18,198.83,189.73,198.37,232.10,345.57,73.21,2908.10,11623.00,16.07,592.11,721.71,0.10,2.29,3.88,4.74,3.96,18500.03,12421.60,3203.35,18843.65,12850.50,5.70
2015-01-01,41.90,20.85,97.63,62.70,102.27,78.18,1794778.00,186036.00,16.80,224591.00,1811.36,3336.46,235.36,246.26,202.90,96.83,96.34,193.67,191.10,190.17,195.70,349.36,48.49,2986.50,11839.70,16.56,606.23,732.54,0.11,1.98,3.58,4.51,3.72,18666.62,12516.90,3314.90,18932.38,13056.30,6.20
2015-04-01,41.80,20.97,98.12,62.80,100.84,77.03,1811838.00,187915.00,17.38,224678.00,1863.56,3398.93,236.96,246.39,208.19,97.31,96.77,194.73,192.00,189.43,197.77,355.03,57.85,2997.00,11959.40,13.74,601.89,729.11,0.12,2.15,3.88,4.81,3.82,18782.24,12603.05,3328.05,19021.59,13101.70,5.80
2015-07-01,41.80,21.07,98.39,62.50,100.90,77.09,1824519.00,188998.00,17.87,222370.00,1902.74,3458.29,237.86,247.80,205.82,97.57,97.08,194.73,193.07,188.17,189.03,360.06,46.49,3032.30,12103.60,19.31,598.09,716.61,0.13,2.24,4.10,5.24,3.95,18857.42,12691.79,3335.27,19110.64,13168.30,5.70
2015-10-01,41.80,21.21,97.79,62.60,99.52,76.07,1827023.00,188727.00,17.59,222875.00,1943.05,3470.19,237.84,248.50,193.62,97.49,97.32,192.10,193.23,183.97,173.83,362.97,41.94,3071.20,12280.40,17.03,603.52,714.49,0.16,2.18,3.99,5.41,3.90,18892.21,12743.41,3315.33,19199.32,13247.20,5.70
2016-01-01,41.80,21.34,98.21,62.80,98.85,75.57,1822026.00,189315.00,17.36,221549.00,1990.01,3440.36,237.69,248.33,181.29,97.54,97.73,190.00,194.10,179.53,163.90,366.32,33.35,3129.30,12545.30,20.49,611.28,711.05,0.36,1.95,3.94,5.34,3.74,19001.69,12839.62,3301.09,19287.69,13289.80,5.90
2016-04-01,41.80,21.48,98.26,62.80,98.48,75.25,1834075.00,189934.00,17.29,219916.00,2043.72,3502.62,239.59,247.93,189.40,98.16,98.26,191.30,194.93,181.37,173.77,373.17,45.46,3225.50,12761.60,15.68,630.08,749.99,0.37,1.77,3.61,4.69,3.59,19062.71,12903.31,3287.03,19376.03,13263.00,5.20
2016-07-01,41.90,21.60,98.61,62.90,98.75,75.38,1838783.00,190926.00,17.62,216514.00,2059.81,3560.91,240.61,247.73,190.02,98.50,98.69,192.27,195.60,183.27,177.23,379.82,44.85,3293.70,12968.30,13.23,644.41,779.34,0.40,1.56,3.34,4.26,3.45,19197.94,12993.06,3301.08,19464.22,13354.90,5.10
2016-10-01,41.90,21.73,99.27,62.70,98.70,75.30,1851482.00,191727.00,17.64,223475.00,2086.38,3617.73,242.14,247.76,197.29,98.95,99.03,194.00,196.37,184.70,178.63,382.78,49.14,3346.00,13167.10,14.10,629.88,767.02,0.44,2.14,3.82,4.64,3.84,19304.35,13060.06,3391.75,19552.48,13450.80,5.20
2017-01-01,41.90,21.84,99.44,62.90,98.77,75.38,1865414.00,193871.00,17.09,221350.00,2077.02,3669.83,243.84,248.68,204.01,99.52,99.49,196.97,197.50,188.57,191.20,385.54,51.62,3415.90,13349.40,11.69,627.72,769.86,0.69,2.45,3.96,4.66,4.17,19398.34,13160.48,3382.70,19641.43,13591.10,5.50
2017-04-01,42.00,21.97,99.49,62.90,100.15,76.59,1872972.00,193749.00,16.71,227758.00,2070.25,3713.22,244.12,249.78,199.74,99.72,99.82,196.80,198.60,189.70,189.50,394.18,48.10,3497.30,13524.20,11.43,639.20,789.90,0.94,2.26,3.80,4.49,3.98,19506.95,13225.74,3435.93,19730.98,13751.40,6.00
2017-07-01,41.90,22.12,100.28,63.00,99.84,76.58,1894887.00,194613.00,17.12,222483.00,2087.77,3756.28,245.29,250.49,203.39,100.08,100.12,197.57,199.00,190.63,189.47,400.24,48.18,3568.10,13677.60,10.94,648.29,805.32,1.16,2.24,3.65,4.33,3.88,19660.77,13315.38,3493.17,19823.40,13867.30,6.00
2017-10-01,42.00,22.23,101.02,62.70,101.24,77.93,1910214.00,197890.00,17.69,233563.00,2106.86,3813.71,247.24,251.32,211.65,100.68,100.57,200.90,200.37,194.07,193.07,403.57,55.27,3616.80,13814.10,10.31,651.85,813.40,1.19,2.37,3.56,4.27,3.92,19882.35,13460.90,3558.86,19918.53,14017.90,5.50
2018-01-01,42.10,22.43,101.39,62.90,101.80,78.58,1933516.00,197468.00,16.97,234514.00,2112.48,3863.21,249.32,252.34,217.57,101.38,101.21,202.60,201.43,197.53,199.03,409.25,62.91,3643.30,13906.40,17.35,643.93,805.79,1.44,2.76,3.74,4.46,4.28,20044.08,13558.37,3612.94,20016.51,14071.50,5.80
2018-04-01,42.20,22.60,101.38,62.90,102.98,79.60,1943432.00,198643.00,17.24,241463.00,2173.71,3895.57,250.68,252.97,220.39,101.91,101.75,203.53,202.63,200.60,200.37,416.78,68.07,3655.40,14044.70,15.34,638.92,793.96,1.73,2.92,3.93,4.78,4.54,20150.48,13630.97,3612.39,20117.45,14170.50,6.10
2018-07-01,42.10,22.78,101.69,62.80,103.84,80.26,1967699.00,199259.00,17.15,240170.00,2210.45,3940.77,251.69,253.95,222.22,102.25,102.08,204.77,204.03,202.73,199.10,421.87,69.69,3692.90,14187.70,12.86,643.80,800.20,1.91,2.92,3.91,4.81,4.57,20276.15,13693.79,3722.25,20220.77,14336.40,6.60
2018-10-01,42.00,23.00,101.53,62.90,103.98,80.25,1992968.00,199054.00,17.54,236712.00,2273.93,3990.96,252.71,254.98,219.38,102.64,102.55,205.50,205.50,202.83,201.93,423.32,59.97,3731.50,14278.30,21.05,641.68,792.15,2.21,3.04,4.13,5.14,4.78,20304.87,13736.57,3724.75,20325.13,14460.20,7.20
2019-01-01,41.80,23.22,102.68,63.10,103.01,79.34,2022082.00,198458.00,16.68,231713.00,2328.53,4040.36,253.39,257.16,209.14,102.88,102.96,203.70,207.00,199.27,189.73,428.05,54.82,3743.50,14456.10,16.47,661.84,816.28,2.40,2.66,3.84,4.97,4.37,20415.15,13752.59,3751.76,20430.44,14619.20,8.20
2019-04-01,41.60,23.39,103.35,62.90,102.39,78.66,2038244.00,200352.00,17.01,223262.00,2330.72,4082.14,255.25,257.70,219.29,103.42,103.41,206.20,207.57,199.23,186.30,435.18,59.88,3799.80,14646.60,15.18,681.72,853.30,2.40,2.34,3.60,4.60,4.01,20584.53,13862.80,3778.21,20536.80,14642.10,7.40
2019-07-01,41.50,23.62,104.43,63.10,102.44,78.49,2046714.00,202622.00,17.22,224429.00,2358.74,4130.56,256.09,258.40,214.52,103.67,103.80,205.60,208.03,196.93,182.03,440.74,56.34,3876.10,14932.00,15.96,712.57,895.95,2.22,1.80,3.10,4.03,3.66,20817.58,14003.78,3818.11,20643.27,14707.80,7.00
2019-10-01,41.40,23.81,105.35,63.30,101.88,77.86,2044779.00,202703.00,16.93,217623.00,2364.07,4172.32,257.89,259.99,217.98,104.08,104.13,207.50,208.70,197.20,185.40,444.65,56.84,3964.30,15240.30,13.99,720.77,912.86,1.66,1.79,3.02,3.92,3.70,20951.09,14093.88,3773.24,20747.19,14814.50,6.90
2020-01-01,41.30,24.02,105.27,63.10,100.23,76.50,2027517.00,196875.00,14.77,220934.00,2419.99,4212.35,258.77,261.98,211.29,104.42,104.58,205.37,209.30,194.63,172.90,449.81,45.34,4072.70,15591.60,31.22,732.23,919.89,1.35,1.42,2.93,3.88,3.52,20665.55,13862.30,3676.57,20850.07,14901.20,9.10
2020-04-01,39.30,24.97,111.13,60.80,87.38,66.73,1950089.00,184826.00,11.31,180415.00,2959.70,4133.98,256.33,268.01,183.91,103.96,104.38,199.07,209.87,186.10,147.23,454.31,27.96,12536.10,17659.20,34.49,753.36,916.09,0.06,0.69,2.47,3.94,3.24,19034.83,12668.72,3145.23,20952.63,14116.30,24.40
2020-07-01,41.00,24.77,111.94,61.60,95.58,73.22,1935150.00,209453.00,15.55,221963.00,2811.31,4152.68,259.24,268.84,194.51,104.82,105.18,202.47,210.43,192.00,165.63,462.27,40.89,16948.20,18416.80,25.81,782.39,976.65,0.09,0.65,2.24,3.33,2.95,20511.79,13793.92,3735.09,21052.64,14733.00,15.00
2020-10-01,41.40,24.98,110.82,61.60,97.09,74.77,1979497.00,210025.00,16.25,232118.00,2641.55,4173.65,261.05,270.01,199.23,105.34,105.64,205.20,211.30,197.47,185.37,472.44,42.52,17600.50,18939.90,25.62,780.12,991.23,0.09,0.85,2.31,3.31,2.76,20724.13,13982.93,3853.09,21153.57,15121.50,12.30
2021-01-01,41.50,25.25,111.47,61.40,97.43,75.53,2022404.00,219923.00,16.51,245356.00,2579.27,4212.86,263.67,271.54,219.17,106.58,106.57,211.30,213.07,209.43,213.33,483.83,58.09,18343.00,19576.60,23.20,766.03,990.58,0.08,1.28,2.69,3.44,2.88,20990.54,14282.58,3820.42,21254.62,15109.70,19.40
2021-04-01,41.50,25.67,111.39,61.60,98.98,77.23,2048013.00,230509.00,16.87,249690.00,2528.17,4310.86,268.62,274.19,231.27,108.21,108.14,217.07,216.27,225.77,229.60,510.74,66.19,19204.00,20362.50,18.00,763.03,990.37,0.07,1.60,2.90,3.58,3.00,21309.54,14745.58,3767.34,21355.87,15385.70,10.30
2021-07-01,41.40,26.13,110.70,61.80,99.77,78.23,2112443.00,226237.00,13.50,255483.00,2436.76,4456.03,272.89,279.33,241.78,109.71,109.42,223.93,220.17,236.82,251.99,539.21,70.58,19690.70,20802.90,18.29,783.56,1017.56,0.09,1.32,2.55,3.24,2.87,21483.08,14848.83,3910.83,21461.04,15495.10,8.40
2021-10-01,41.40,26.60,111.38,61.90,100.80,79.23,2210435.00,228092.00,12.90,262406.00,2446.83,4522.56,278.68,285.94,261.14,111.51,110.81,232.15,224.15,247.82,274.51,557.78,77.33,20244.40,21316.50,19.28,777.61,1009.15,0.08,1.53,2.65,3.31,3.08,21847.60,14995.64,4159.13,21567.14,15542.40,6.30
2022-01-01,41.40,26.99,109.81,62.20,101.73,79.96,2343497.00,229995.00,13.87,270392.00,2507.59,4600.07,284.83,293.03,281.39,113.59,112.43,240.99,229.41,258.51,294.36,578.27,95.18,20584.90,21624.20,25.37,740.27,958.73,0.12,1.92,3.20,3.94,3.82,21738.87,14995.23,4222.45,21673.98,15364.80,3.90
2022-04-01,41.20,27.40,108.69,62.20,102.75,80.60,2455719.00,232132.00,13.41,274202.00,2617.34,4693.74,291.71,301.57,313.26,115.58,113.73,253.21,235.29,274.79,342.43,616.79,108.83,20659.10,21682.30,27.40,682.37,877.87,0.75,2.89,4.00,4.95,5.27,21708.16,15069.17,4105.54,21782.01,15287.50,3.00
2022-07-01,41.00,27.76,108.68,62.30,103.30,80.76,2518262.00,229467.00,13.56,275458.00,2729.46,4779.20,295.51,310.49,303.00,116.91,115.13,253.24,239.30,271.78,334.10,627.11,93.06,20421.20,21590.80,24.79,674.70,862.74,2.16,3.10,4.24,5.35,5.62,21851.13,15127.40,4024.75,21894.19,15429.20,3.20
2022-10-01,40.70,28.12,109.25,62.20,102.66,79.94,2539219.00,227627.00,14.17,276754.00,2791.52,4870.42,298.44,316.46,293.76,118.10,116.46,255.77,241.98,266.25,295.80,622.34,82.79,19941.00,21373.50,25.00,646.38,835.18,3.62,3.83,4.81,5.97,6.66,21989.98,15171.39,4058.49,22006.87,15411.30,3.20
2023-01-01,40.70,28.44,109.10,62.50,102.59,79.56,2543382.00,228917.00,14.97,276345.00,2804.18,4929.74,301.20,320.45,287.04,119.31,117.87,255.55,245.19,262.79,269.48,625.68,75.93,19289.50,21076.80,20.68,668.59,871.41,4.50,3.65,4.52,5.61,6.37,22112.33,15312.85,3963.69,22125.82,15540.70,4.80
2023-04-01,40.80,28.79,109.94,62.60,102.79,79.41,2539997.00,226747.00,15.75,291143.00,2767.23,4963.79,303.47,321.76,278.32,120.05,118.94,252.21,246.71,256.50,248.34,645.14,73.54,18575.90,20792.50,16.44,675.36,879.59,4.98,3.60,4.60,5.69,6.51,22225.35,15343.55,4014.12,22246.23,15617.50,5.10
2023-07-01,40.70,29.10,111.21,62.70,103.20,79.45,2547037.00,228649.00,15.67,287855.00,2760.60,4976.50,306.03,323.69,285.49,120.81,119.54,256.04,247.96,257.41,254.18,657.42,82.25,18267.60,20754.20,15.01,664.18,874.51,5.25,4.15,4.91,5.97,7.04,22490.69,15461.38,4111.05,22369.71,15720.10,4.30
2023-10-01,40.50,29.41,112.09,62.70,102.75,78.85,2550645.00,228387.00,15.71,290014.00,2766.70,5009.63,308.10,325.91,282.32,121.35,120.15,254.84,248.97,255.93,249.53,657.67,78.53,18036.10,20736.60,15.29,663.82,879.96,5.33,4.44,5.21,6.19,7.30,22679.26,15586.67,4118.67,22495.19,15846.00,4.00
